audience,bias,message,source,author_position,author_state,author_gender,author_party,bias_neutral,bias_partisan,text_length
0,partisan,policy,twitter,Representative,Mississippi,M,Republican,0,1,140
1,neutral,information,twitter,Representative,Illinois,F,Democrat,1,0,107
1,neutral,information,twitter,Representative,Oklahoma,M,Republican,1,0,123
0,partisan,policy,twitter,Senator,South Carolina,M,Republican,0,1,125
0,partisan,policy,twitter,Senator,Utah,M,Republican,0,1,97
1,neutral,personal,twitter,Representative,Illinois,M,Republican,1,0,135
0,neutral,policy,twitter,Representative,Florida,M,Republican,1,0,142
0,neutral,personal,twitter,Representative,Rhode Island,M,Democrat,1,0,118
0,partisan,policy,twitter,Representative,Michigan,M,Republican,0,1,110
0,neutral,support,twitter,Representative,Tennessee,F,Republican,1,0,63
0,partisan,support,twitter,Representative,Louisiana,M,Republican,0,1,105
0,partisan,support,twitter,Senator,New Jersey,M,Democrat,0,1,146
0,neutral,information,twitter,Representative,California,M,Republican,1,0,72
0,partisan,attack,twitter,Senator,Iowa,M,Republican,0,1,142
1,neutral,support,twitter,Representative,Ohio,M,Republican,1,0,133
0,partisan,attack,twitter,Representative,Ohio,M,Republican,0,1,43
1,neutral,support,twitter,Senator,Nebraska,M,Republican,1,0,102
0,neutral,policy,twitter,Representative,California,F,Democrat,1,0,139
0,partisan,support,twitter,Representative,Illinois,F,Democrat,0,1,135
1,partisan,policy,twitter,Representative,Wisconsin,M,Democrat,0,1,140
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,90
0,partisan,policy,twitter,Senator,Texas,M,Republican,0,1,126
0,partisan,policy,twitter,Senator,Missouri,M,Republican,0,1,122
0,neutral,support,twitter,Representative,California,F,Democrat,1,0,139
0,neutral,personal,twitter,Senator,Illinois,M,Republican,1,0,139
0,partisan,attack,twitter,Representative,Oklahoma,M,Republican,0,1,122
0,partisan,policy,twitter,Senator,New Hampshire,F,Democrat,0,1,133
1,neutral,policy,twitter,Representative,New Jersey,M,Democrat,1,0,132
0,neutral,media,twitter,Representative,Texas,M,Democrat,1,0,129
0,partisan,policy,twitter,Representative,California,M,Republican,0,1,121
0,partisan,policy,twitter,Representative,New York,M,Republican,0,1,142
0,neutral,support,twitter,Representative,South Carolina,M,Republican,1,0,121
0,neutral,personal,twitter,Representative,Florida,M,Republican,1,0,137
0,partisan,constituency,twitter,Representative,Texas,M,Republican,0,1,128
1,neutral,policy,twitter,Representative,Arizona,F,Democrat,1,0,144
1,neutral,personal,twitter,Representative,Ohio,M,Democrat,1,0,127
0,neutral,attack,twitter,Senator,New Jersey,M,Democrat,1,0,140
0,partisan,policy,twitter,Representative,Pennsylvania,M,Democrat,0,1,108
0,neutral,attack,twitter,Representative,Alabama,F,Republican,1,0,133
0,neutral,support,twitter,Representative,Texas,M,Republican,1,0,127
0,partisan,policy,twitter,Representative,New Jersey,M,Republican,0,1,131
0,partisan,attack,twitter,Representative,South Carolina,M,Republican,0,1,138
0,neutral,information,twitter,Representative,Minnesota,M,Democrat,1,0,140
0,partisan,attack,twitter,Representative,New Jersey,M,Democrat,0,1,138
0,neutral,information,twitter,Senator,New Mexico,M,Democrat,1,0,139
0,neutral,personal,twitter,Senator,Louisiana,M,Republican,1,0,127
0,partisan,policy,twitter,Representative,Wisconsin,M,Democrat,0,1,134
0,neutral,personal,twitter,Representative,California,M,Democrat,1,0,138
1,neutral,constituency,twitter,Representative,Florida,F,Republican,1,0,138
0,neutral,support,twitter,Representative,Utah,M,Democrat,1,0,140
0,neutral,information,twitter,Representative,Florida,M,Republican,1,0,132
0,neutral,support,twitter,Representative,Arkansas,M,Republican,1,0,140
0,partisan,media,twitter,Representative,Illinois,M,Democrat,0,1,136
1,neutral,information,twitter,Representative,Indiana,M,Democrat,1,0,139
0,neutral,mobilization,twitter,Senator,North Carolina,F,Democrat,1,0,148
0,partisan,support,twitter,Representative,Utah,M,Republican,0,1,75
0,partisan,media,twitter,Representative,Texas,M,Democrat,0,1,137
0,partisan,support,twitter,Representative,New York,M,Democrat,0,1,129
1,neutral,personal,twitter,Senator,Arizona,M,Republican,1,0,124
0,neutral,information,twitter,Representative,Georgia,M,Republican,1,0,142
0,partisan,support,twitter,Representative,Kentucky,M,Republican,0,1,134
0,neutral,policy,twitter,Representative,Texas,F,Republican,1,0,132
0,neutral,support,twitter,Senator,Wisconsin,F,Democrat,1,0,124
0,neutral,other,twitter,Representative,Texas,M,Republican,1,0,92
0,partisan,policy,twitter,Representative,Michigan,M,Democrat,0,1,142
0,neutral,media,twitter,Senator,Connecticut,M,Democrat,1,0,97
0,neutral,policy,twitter,Representative,Texas,F,Democrat,1,0,112
0,neutral,attack,twitter,Representative,California,M,Republican,1,0,143
1,neutral,information,twitter,Representative,Virginia,M,Republican,1,0,143
0,partisan,attack,twitter,Representative,California,M,Republican,0,1,84
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,101
1,neutral,information,twitter,Representative,Texas,M,Democrat,1,0,108
0,neutral,information,twitter,Representative,Texas,M,Republican,1,0,126
0,partisan,policy,twitter,Representative,Connecticut,M,Democrat,0,1,137
0,neutral,personal,twitter,Representative,New York,M,Republican,1,0,142
0,neutral,personal,twitter,Representative,Michigan,M,Democrat,1,0,117
0,partisan,media,twitter,Senator,South Carolina,M,Republican,0,1,122
1,partisan,information,twitter,Representative,Oregon,F,Democrat,0,1,104
0,partisan,attack,twitter,Senator,Missouri,M,Republican,0,1,126
0,neutral,personal,twitter,Representative,Florida,M,Republican,1,0,110
0,neutral,media,twitter,Senator,New Hampshire,F,Republican,1,0,141
0,neutral,policy,twitter,Representative,Ohio,F,Democrat,1,0,131
0,partisan,policy,twitter,Representative,North Carolina,M,Republican,0,1,129
0,neutral,policy,twitter,Senator,Wyoming,M,Republican,1,0,138
0,partisan,personal,twitter,Representative,Arkansas,M,Republican,0,1,144
1,neutral,media,twitter,Representative,Hawaii,F,Democrat,1,0,129
0,neutral,support,twitter,Representative,Pennsylvania,M,Democrat,1,0,137
0,neutral,policy,twitter,Representative,Washington,M,Democrat,1,0,140
0,partisan,attack,twitter,Representative,Texas,M,Republican,0,1,103
0,partisan,policy,twitter,Representative,Washington,M,Democrat,0,1,148
1,neutral,personal,twitter,Representative,Connecticut,M,Democrat,1,0,142
0,partisan,policy,twitter,Representative,New Mexico,M,Republican,0,1,49
1,neutral,personal,twitter,Representative,Rhode Island,M,Democrat,1,0,140
1,partisan,attack,twitter,Representative,Michigan,M,Republican,0,1,81
0,neutral,personal,twitter,Representative,California,M,Republican,1,0,89
0,neutral,support,twitter,Representative,Texas,M,Democrat,1,0,123
0,partisan,personal,twitter,Representative,Texas,M,Democrat,0,1,133
0,neutral,support,twitter,Representative,Alabama,F,Republican,1,0,138
1,neutral,support,twitter,Representative,Florida,F,Republican,1,0,136
0,partisan,policy,twitter,Representative,Texas,M,Democrat,0,1,115
0,partisan,policy,twitter,Senator,Mississippi,M,Republican,0,1,113
0,neutral,support,twitter,Representative,Florida,F,Democrat,1,0,119
0,neutral,information,twitter,Representative,Missouri,M,Democrat,1,0,104
0,neutral,support,twitter,Senator,Wisconsin,F,Democrat,1,0,132
1,neutral,information,twitter,Representative,Illinois,M,Republican,1,0,125
0,neutral,media,twitter,Representative,Georgia,M,Republican,1,0,60
0,partisan,support,twitter,Representative,Kansas,M,Republican,0,1,102
1,neutral,personal,twitter,Representative,New York,F,Democrat,1,0,135
0,partisan,policy,twitter,Senator,Hawaii,M,Democrat,0,1,115
1,neutral,media,twitter,Representative,California,M,Democrat,1,0,135
0,neutral,support,twitter,Senator,California,F,Democrat,1,0,121
0,neutral,media,twitter,Representative,Michigan,M,Republican,1,0,100
1,neutral,constituency,twitter,Representative,Tennessee,F,Republican,1,0,133
0,neutral,personal,twitter,Representative,Arkansas,M,Republican,1,0,129
0,neutral,information,twitter,Representative,Pennsylvania,M,Democrat,1,0,134
1,neutral,constituency,twitter,Representative,Minnesota,F,Republican,1,0,136
0,neutral,personal,twitter,Senator,Missouri,F,Democrat,1,0,108
1,neutral,constituency,twitter,Senator,Wisconsin,F,Democrat,1,0,111
1,neutral,personal,twitter,Representative,California,M,Democrat,1,0,98
1,neutral,constituency,twitter,Representative,California,M,Democrat,1,0,133
1,neutral,personal,twitter,Representative,Washington,F,Republican,1,0,143
0,neutral,personal,twitter,Representative,Arizona,M,Democrat,1,0,111
0,neutral,personal,twitter,Representative,Maryland,M,Democrat,1,0,59
0,neutral,personal,twitter,Representative,Rhode Island,M,Democrat,1,0,112
0,neutral,other,twitter,Senator,Arkansas,M,Democrat,1,0,27
0,neutral,personal,twitter,Representative,Michigan,M,Democrat,1,0,139
1,neutral,constituency,twitter,Representative,Illinois,F,Democrat,1,0,131
0,neutral,information,twitter,Senator,Texas,M,Republican,1,0,146
0,partisan,policy,twitter,Representative,Colorado,F,Democrat,0,1,134
0,neutral,other,twitter,Representative,California,M,Democrat,1,0,137
0,neutral,support,twitter,Representative,Kentucky,M,Republican,1,0,139
1,neutral,personal,twitter,Representative,Florida,M,Democrat,1,0,109
0,neutral,information,twitter,Representative,Arkansas,M,Republican,1,0,128
0,partisan,policy,twitter,Representative,Kansas,F,Republican,0,1,140
1,partisan,attack,twitter,Representative,Ohio,M,Republican,0,1,136
0,neutral,personal,twitter,Representative,California,M,Republican,1,0,76
0,neutral,other,twitter,Representative,Missouri,F,Republican,1,0,123
0,partisan,policy,twitter,Representative,Wisconsin,F,Democrat,0,1,148
0,neutral,policy,twitter,Senator,Colorado,M,Democrat,1,0,140
0,neutral,media,twitter,Senator,Kentucky,M,Republican,1,0,139
1,neutral,media,twitter,Representative,Indiana,F,Republican,1,0,97
0,neutral,policy,twitter,Senator,Illinois,M,Democrat,1,0,56
0,neutral,information,twitter,Representative,California,M,Republican,1,0,143
0,neutral,support,twitter,Senator,Maryland,M,Democrat,1,0,136
0,neutral,personal,twitter,Representative,Michigan,M,Republican,1,0,121
1,partisan,policy,twitter,Representative,New Jersey,M,Republican,0,1,123
1,neutral,constituency,twitter,Representative,California,M,Democrat,1,0,117
0,partisan,policy,twitter,Representative,Florida,F,Republican,0,1,140
0,neutral,information,twitter,Representative,Pennsylvania,M,Democrat,1,0,127
1,partisan,support,twitter,Representative,Louisiana,M,Republican,0,1,112
0,neutral,policy,twitter,Representative,Arkansas,M,Republican,1,0,139
0,neutral,personal,twitter,Representative,Florida,F,Democrat,1,0,83
1,neutral,personal,twitter,Representative,Alabama,F,Republican,1,0,112
0,partisan,attack,twitter,Senator,South Dakota,M,Republican,0,1,103
0,neutral,support,twitter,Representative,Ohio,M,Republican,1,0,137
1,neutral,support,twitter,Representative,Wisconsin,M,Republican,1,0,129
0,neutral,support,twitter,Senator,Vermont,M,Independent,1,0,49
0,partisan,attack,twitter,Representative,California,F,Democrat,0,1,143
0,partisan,other,twitter,Representative,Texas,M,Republican,0,1,108
1,neutral,information,twitter,Senator,Colorado,M,Democrat,1,0,135
0,neutral,policy,twitter,Representative,Ohio,M,Republican,1,0,139
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,114
0,partisan,attack,twitter,Representative,Pennsylvania,M,Republican,0,1,134
0,neutral,policy,twitter,Representative,Alabama,F,Democrat,1,0,106
0,neutral,personal,twitter,Senator,Idaho,M,Republican,1,0,111
0,partisan,support,twitter,Representative,California,M,Republican,0,1,140
0,neutral,media,twitter,Representative,Wisconsin,M,Republican,1,0,65
0,neutral,media,twitter,Senator,Rhode Island,M,Democrat,1,0,98
0,neutral,mobilization,twitter,Senator,Idaho,M,Republican,1,0,117
1,partisan,personal,twitter,Representative,New Mexico,F,Democrat,0,1,124
0,neutral,other,twitter,Representative,Iowa,M,Democrat,1,0,57
1,neutral,personal,twitter,Representative,Oklahoma,M,Republican,1,0,132
0,neutral,support,twitter,Representative,Pennsylvania,M,Republican,1,0,73
0,neutral,support,twitter,Representative,Arkansas,M,Republican,1,0,139
0,partisan,policy,twitter,Senator,Minnesota,F,Democrat,0,1,144
0,neutral,support,twitter,Representative,Tennessee,M,Republican,1,0,128
1,partisan,policy,twitter,Representative,Colorado,M,Democrat,0,1,135
0,neutral,support,twitter,Representative,New York,M,Democrat,1,0,66
0,neutral,support,twitter,Representative,Washington,M,Republican,1,0,135
0,neutral,policy,twitter,Senator,Connecticut,M,Democrat,1,0,119
0,neutral,support,twitter,Representative,Tennessee,M,Republican,1,0,75
0,neutral,support,twitter,Representative,New Hampshire,F,Democrat,1,0,140
1,partisan,policy,twitter,Senator,New Jersey,M,Democrat,0,1,130
0,neutral,personal,twitter,Representative,Pennsylvania,M,Democrat,1,0,74
0,partisan,other,twitter,Representative,California,M,Republican,0,1,86
0,neutral,media,twitter,Representative,Alabama,F,Republican,1,0,138
0,neutral,policy,twitter,Senator,Florida,M,Republican,1,0,111
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,122
0,partisan,information,twitter,Representative,Arizona,F,Democrat,0,1,140
0,neutral,policy,twitter,Representative,Arkansas,M,Republican,1,0,117
0,partisan,policy,twitter,Senator,Mississippi,M,Republican,0,1,122
0,neutral,personal,twitter,Senator,New York,F,Democrat,1,0,144
0,neutral,personal,twitter,Representative,Iowa,M,Democrat,1,0,143
0,neutral,information,twitter,Representative,California,M,Democrat,1,0,121
0,partisan,support,twitter,Representative,Washington,M,Democrat,0,1,135
0,neutral,support,twitter,Senator,New Hampshire,F,Democrat,1,0,133
0,neutral,support,twitter,Senator,Louisiana,F,Democrat,1,0,124
0,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,144
0,neutral,media,twitter,Representative,Maryland,M,Democrat,1,0,140
0,neutral,personal,twitter,Representative,Massachusetts,M,Democrat,1,0,134
0,partisan,policy,twitter,Representative,Louisiana,M,Republican,0,1,121
0,partisan,attack,twitter,Representative,New York,M,Democrat,0,1,85
0,partisan,policy,twitter,Senator,Alaska,M,Democrat,0,1,143
0,partisan,personal,twitter,Senator,Pennsylvania,M,Democrat,0,1,128
1,partisan,information,twitter,Senator,Nebraska,F,Republican,0,1,140
0,partisan,policy,twitter,Representative,Illinois,F,Democrat,0,1,140
0,neutral,policy,twitter,Representative,Kentucky,M,Republican,1,0,140
0,neutral,support,twitter,Representative,Alabama,F,Democrat,1,0,146
0,partisan,policy,twitter,Representative,Virginia,M,Democrat,0,1,144
0,neutral,information,twitter,Representative,Florida,F,Republican,1,0,89
1,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,142
1,neutral,personal,twitter,Representative,Oklahoma,M,Republican,1,0,134
1,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,140
0,partisan,information,twitter,Representative,Tennessee,F,Republican,0,1,56
0,neutral,support,twitter,Senator,New Jersey,M,Democrat,1,0,94
0,neutral,media,twitter,Representative,California,M,Democrat,1,0,143
0,neutral,support,twitter,Representative,California,F,Democrat,1,0,134
1,neutral,constituency,twitter,Representative,Ohio,M,Republican,1,0,46
0,neutral,support,twitter,Representative,California,M,Democrat,1,0,135
0,partisan,policy,twitter,Representative,Florida,M,Republican,0,1,100
0,neutral,policy,twitter,Representative,Kentucky,M,Republican,1,0,121
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,146
0,neutral,support,twitter,Senator,North Carolina,M,Republican,1,0,134
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,42
0,neutral,information,twitter,Representative,New York,M,Democrat,1,0,138
0,neutral,support,twitter,Representative,New York,M,Democrat,1,0,118
0,neutral,personal,twitter,Representative,Kansas,F,Republican,1,0,144
0,partisan,support,twitter,Senator,Texas,M,Republican,0,1,128
0,neutral,support,twitter,Representative,Kansas,M,Republican,1,0,118
0,neutral,personal,twitter,Representative,South Carolina,M,Democrat,1,0,141
0,partisan,policy,twitter,Representative,California,M,Democrat,0,1,142
0,neutral,constituency,twitter,Senator,Rhode Island,M,Democrat,1,0,111
0,neutral,personal,twitter,Representative,South Dakota,F,Republican,1,0,120
0,partisan,support,twitter,Representative,Maryland,M,Democrat,0,1,104
0,neutral,policy,twitter,Representative,Florida,M,Democrat,1,0,133
0,partisan,policy,twitter,Representative,North Carolina,F,Republican,0,1,144
1,neutral,support,twitter,Representative,Massachusetts,M,Democrat,1,0,144
0,neutral,support,twitter,Representative,North Dakota,M,Republican,1,0,64
0,neutral,personal,twitter,Representative,Illinois,M,Republican,1,0,113
0,partisan,information,twitter,Representative,Texas,M,Democrat,0,1,67
1,neutral,information,twitter,Representative,Ohio,M,Republican,1,0,123
0,partisan,policy,twitter,Representative,Maryland,F,Democrat,0,1,134
0,neutral,constituency,twitter,Representative,New Jersey,M,Republican,1,0,136
0,partisan,personal,twitter,Senator,North Carolina,M,Republican,0,1,115
0,neutral,support,twitter,Representative,South Carolina,M,Republican,1,0,42
0,neutral,information,twitter,Senator,South Dakota,M,Republican,1,0,99
0,partisan,policy,twitter,Representative,Louisiana,M,Republican,0,1,105
0,neutral,mobilization,twitter,Representative,Michigan,M,Democrat,1,0,136
0,neutral,support,twitter,Representative,Florida,M,Democrat,1,0,120
1,neutral,information,twitter,Representative,Minnesota,M,Republican,1,0,134
0,partisan,support,twitter,Representative,North Carolina,M,Republican,0,1,128
0,neutral,policy,twitter,Representative,Pennsylvania,M,Democrat,1,0,93
0,neutral,personal,twitter,Representative,Kansas,M,Republican,1,0,135
0,partisan,attack,twitter,Representative,Florida,M,Democrat,0,1,66
0,neutral,constituency,twitter,Representative,California,M,Republican,1,0,139
0,neutral,personal,twitter,Representative,Pennsylvania,M,Democrat,1,0,136
1,neutral,media,twitter,Senator,Indiana,M,Republican,1,0,78
1,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,143
0,neutral,mobilization,twitter,Representative,New York,M,Democrat,1,0,118
0,neutral,media,twitter,Senator,Alabama,M,Republican,1,0,137
0,neutral,personal,twitter,Representative,Ohio,M,Republican,1,0,91
0,neutral,policy,twitter,Senator,Kentucky,M,Republican,1,0,132
0,neutral,personal,twitter,Representative,Kansas,M,Republican,1,0,139
0,partisan,policy,twitter,Representative,New York,M,Democrat,0,1,96
0,neutral,support,twitter,Representative,District of Columbia,F,Democrat,1,0,108
0,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,104
0,neutral,support,twitter,Senator,Wisconsin,M,Democrat,1,0,82
0,neutral,media,twitter,Representative,Vermont,M,Democrat,1,0,131
1,neutral,constituency,twitter,Representative,Connecticut,F,Democrat,1,0,74
0,neutral,media,twitter,Representative,Minnesota,M,Republican,1,0,140
0,partisan,information,twitter,Representative,Texas,M,Republican,0,1,132
0,neutral,personal,twitter,Representative,California,F,Democrat,1,0,99
0,partisan,support,twitter,Representative,California,M,Democrat,0,1,103
1,neutral,information,twitter,Representative,New York,M,Democrat,1,0,106
0,neutral,personal,twitter,Representative,Minnesota,M,Democrat,1,0,116
1,neutral,personal,twitter,Representative,Colorado,F,Democrat,1,0,68
0,neutral,information,twitter,Representative,Mississippi,M,Republican,1,0,122
0,partisan,policy,twitter,Senator,North Carolina,M,Republican,0,1,128
0,partisan,personal,twitter,Senator,Oklahoma,M,Republican,0,1,139
1,partisan,policy,twitter,Representative,Illinois,F,Democrat,0,1,116
0,partisan,mobilization,twitter,Representative,Virginia,M,Democrat,0,1,125
0,partisan,information,twitter,Representative,Michigan,M,Republican,0,1,135
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,120
1,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,27
0,neutral,personal,twitter,Representative,Wisconsin,M,Republican,1,0,97
0,neutral,policy,twitter,Representative,Kentucky,M,Republican,1,0,140
0,neutral,policy,twitter,Representative,Texas,M,Republican,1,0,112
0,neutral,policy,twitter,Representative,Utah,M,Republican,1,0,103
0,partisan,attack,twitter,Senator,Texas,M,Republican,0,1,135
0,neutral,policy,twitter,Representative,Michigan,M,Republican,1,0,48
0,partisan,attack,twitter,Representative,Wisconsin,M,Democrat,0,1,120
0,partisan,policy,twitter,Representative,California,M,Republican,0,1,143
0,neutral,media,twitter,Senator,Mississippi,M,Republican,1,0,138
0,neutral,information,twitter,Senator,Wisconsin,F,Democrat,1,0,125
1,neutral,personal,twitter,Representative,California,M,Democrat,1,0,102
0,neutral,support,twitter,Senator,Minnesota,M,Democrat,1,0,128
0,neutral,media,twitter,Representative,California,F,Democrat,1,0,47
0,neutral,media,twitter,Senator,Arizona,M,Republican,1,0,69
0,neutral,personal,twitter,Representative,California,M,Democrat,1,0,134
0,neutral,information,twitter,Representative,Minnesota,M,Republican,1,0,123
0,neutral,policy,twitter,Senator,Tennessee,M,Republican,1,0,139
1,neutral,personal,twitter,Representative,Illinois,M,Democrat,1,0,102
0,neutral,support,twitter,Representative,Indiana,M,Republican,1,0,93
0,neutral,policy,twitter,Representative,Pennsylvania,M,Republican,1,0,122
1,partisan,support,twitter,Representative,Ohio,M,Republican,0,1,109
1,neutral,information,twitter,Representative,Illinois,M,Democrat,1,0,123
0,neutral,information,twitter,Representative,Virginia,M,Republican,1,0,122
0,neutral,information,twitter,Senator,New York,F,Democrat,1,0,140
0,neutral,other,twitter,Representative,Connecticut,M,Democrat,1,0,142
0,neutral,support,twitter,Representative,New York,M,Democrat,1,0,134
0,neutral,policy,twitter,Representative,Texas,M,Republican,1,0,106
0,neutral,policy,twitter,Senator,North Dakota,M,Republican,1,0,140
0,neutral,media,twitter,Representative,Ohio,M,Republican,1,0,127
0,neutral,policy,twitter,Senator,New York,F,Democrat,1,0,139
0,partisan,support,twitter,Senator,Vermont,M,Independent,0,1,131
0,neutral,personal,twitter,Senator,Maryland,F,Democrat,1,0,140
0,neutral,media,twitter,Representative,Indiana,M,Republican,1,0,101
0,partisan,support,twitter,Representative,Louisiana,M,Republican,0,1,137
0,neutral,media,twitter,Representative,Ohio,M,Democrat,1,0,140
0,neutral,information,twitter,Senator,Pennsylvania,M,Republican,1,0,138
0,partisan,policy,twitter,Representative,Alabama,F,Republican,0,1,136
0,neutral,information,twitter,Representative,New Jersey,M,Republican,1,0,111
0,partisan,policy,twitter,Representative,Minnesota,M,Democrat,0,1,83
0,neutral,personal,twitter,Representative,California,F,Democrat,1,0,53
1,neutral,information,twitter,Representative,New Mexico,F,Democrat,1,0,139
0,neutral,information,twitter,Representative,Texas,M,Republican,1,0,123
1,neutral,mobilization,twitter,Representative,New York,M,Democrat,1,0,139
1,neutral,media,twitter,Senator,Utah,M,Republican,1,0,139
0,partisan,policy,twitter,Representative,Illinois,F,Democrat,0,1,125
0,neutral,support,twitter,Senator,Arizona,M,Republican,1,0,137
0,neutral,personal,twitter,Representative,Texas,M,Democrat,1,0,140
1,neutral,information,twitter,Representative,Virginia,M,Republican,1,0,138
0,partisan,attack,twitter,Representative,California,F,Democrat,0,1,138
0,neutral,policy,twitter,Representative,Arkansas,M,Republican,1,0,135
1,neutral,constituency,twitter,Senator,North Carolina,F,Democrat,1,0,135
0,neutral,support,twitter,Representative,Arkansas,M,Republican,1,0,46
0,partisan,policy,twitter,Senator,Texas,M,Republican,0,1,85
0,neutral,mobilization,twitter,Representative,Texas,M,Republican,1,0,98
1,partisan,policy,twitter,Representative,Virginia,M,Democrat,0,1,139
0,neutral,support,twitter,Representative,Virginia,M,Republican,1,0,148
0,neutral,support,twitter,Senator,New Jersey,M,Democrat,1,0,140
0,neutral,support,twitter,Senator,New Hampshire,F,Democrat,1,0,143
0,neutral,other,twitter,Representative,Florida,F,Republican,1,0,140
0,neutral,media,twitter,Representative,Illinois,M,Democrat,1,0,108
0,partisan,attack,twitter,Representative,Pennsylvania,M,Republican,0,1,140
1,partisan,information,twitter,Senator,Kentucky,M,Republican,0,1,110
0,partisan,policy,twitter,Representative,New York,M,Democrat,0,1,140
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,88
1,neutral,support,twitter,Senator,South Dakota,M,Democrat,1,0,139
0,partisan,attack,twitter,Senator,California,F,Democrat,0,1,140
1,partisan,policy,twitter,Representative,Arkansas,M,Republican,0,1,140
0,partisan,information,twitter,Senator,Washington,F,Democrat,0,1,137
1,partisan,policy,twitter,Representative,New York,M,Democrat,0,1,98
0,partisan,support,twitter,Representative,Connecticut,M,Democrat,0,1,75
0,partisan,policy,twitter,Senator,North Dakota,M,Republican,0,1,95
0,neutral,other,twitter,Representative,California,M,Republican,1,0,41
0,neutral,media,twitter,Representative,Florida,M,Republican,1,0,144
0,neutral,information,twitter,Representative,California,M,Democrat,1,0,127
0,partisan,policy,twitter,Senator,West Virginia,M,Democrat,0,1,136
0,partisan,policy,twitter,Senator,Minnesota,F,Democrat,0,1,138
1,neutral,constituency,twitter,Representative,New York,M,Democrat,1,0,137
0,neutral,media,twitter,Senator,Illinois,M,Democrat,1,0,71
0,neutral,information,twitter,Representative,California,M,Democrat,1,0,138
0,neutral,policy,twitter,Representative,California,M,Democrat,1,0,124
0,partisan,policy,twitter,Senator,Washington,F,Democrat,0,1,124
1,neutral,constituency,twitter,Representative,Nevada,M,Democrat,1,0,83
0,partisan,attack,twitter,Representative,California,M,Republican,0,1,135
0,neutral,policy,twitter,Representative,Michigan,M,Republican,1,0,137
0,neutral,information,twitter,Representative,Texas,M,Republican,1,0,60
0,partisan,mobilization,twitter,Senator,Alabama,M,Republican,0,1,148
0,partisan,support,twitter,Representative,Illinois,M,Republican,0,1,135
0,neutral,policy,twitter,Representative,Michigan,M,Republican,1,0,136
0,neutral,policy,twitter,Representative,Massachusetts,M,Democrat,1,0,141
0,neutral,information,twitter,Representative,Iowa,M,Democrat,1,0,124
0,neutral,information,twitter,Representative,Georgia,M,Republican,1,0,130
0,neutral,media,twitter,Representative,Wisconsin,M,Democrat,1,0,79
0,neutral,information,twitter,Representative,New York,F,Democrat,1,0,140
0,partisan,attack,twitter,Representative,North Carolina,M,Republican,0,1,142
0,neutral,personal,twitter,Representative,Kentucky,M,Republican,1,0,142
0,partisan,attack,twitter,Representative,California,M,Republican,0,1,140
0,neutral,personal,twitter,Senator,Vermont,M,Democrat,1,0,88
0,partisan,policy,twitter,Senator,Idaho,M,Republican,0,1,133
1,partisan,policy,twitter,Senator,South Carolina,M,Republican,0,1,128
0,partisan,support,twitter,Representative,Connecticut,F,Democrat,0,1,126
0,neutral,support,twitter,Senator,Wisconsin,F,Democrat,1,0,150
0,neutral,policy,twitter,Senator,Washington,F,Democrat,1,0,152
0,neutral,information,twitter,Representative,Maryland,M,Democrat,1,0,137
0,partisan,attack,twitter,Representative,California,M,Republican,0,1,140
0,neutral,media,twitter,Senator,Vermont,M,Democrat,1,0,137
0,partisan,policy,twitter,Representative,California,M,Republican,0,1,101
0,neutral,information,twitter,Representative,New York,M,Democrat,1,0,148
0,neutral,policy,twitter,Representative,Arkansas,M,Republican,1,0,121
0,neutral,policy,twitter,Senator,Massachusetts,M,Democrat,1,0,115
0,neutral,policy,twitter,Representative,California,M,Republican,1,0,135
1,partisan,policy,twitter,Representative,Nevada,M,Republican,0,1,141
1,partisan,attack,twitter,Senator,Kentucky,M,Republican,0,1,138
0,partisan,policy,twitter,Representative,Georgia,M,Democrat,0,1,122
0,partisan,support,twitter,Senator,Maryland,F,Democrat,0,1,140
0,neutral,support,twitter,Representative,Virginia,M,Republican,1,0,56
0,neutral,constituency,twitter,Representative,California,M,Democrat,1,0,139
0,partisan,policy,twitter,Representative,Kansas,M,Republican,0,1,134
0,neutral,personal,twitter,Senator,Delaware,M,Democrat,1,0,140
0,neutral,personal,twitter,Senator,North Dakota,F,Democrat,1,0,148
0,neutral,personal,twitter,Representative,Illinois,M,Republican,1,0,81
0,neutral,support,twitter,Representative,New Jersey,M,Democrat,1,0,138
0,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,42
1,partisan,policy,twitter,Senator,Oregon,M,Democrat,0,1,135
0,partisan,policy,twitter,Representative,Texas,M,Republican,0,1,92
0,neutral,information,twitter,Representative,Florida,F,Republican,1,0,140
